text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,EXIT_text.started,EXIT_resp.started,image1.started,textbox1.started,image2.started,textbox2.started,image3.started,textbox3.started,image4.started,textbox4.started,image5.started,textbox5.started,image6.started,textbox6.started,image7.started,textbox7.started,image8.started,textbox8.started,image9.started,textbox9.started,image10.started,textbox10.started,image11.started,textbox11.started,image12.started,textbox12.started,image13.started,textbox13.started,image14.started,textbox14.started,EXIT_resp.keys,EXIT_resp.rt,textbox1.text,textbox2.text,textbox3.text,textbox4.text,textbox5.text,textbox6.text,textbox7.text,textbox8.text,textbox9.text,textbox10.text,textbox11.text,textbox12.text,textbox13.text,textbox14.text,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
24.25406025798293,28.256484766985523,28.256484766985523,space,8.591711606015451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407248,001,2023-01-18_16h56.58.731,Permanence_RO,2022.2.4,None,
,,,,,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,37.00179911998566,return,12.827700603025733,,,,,,,,,,,,,,,,,407248,001,2023-01-18_16h56.58.731,Permanence_RO,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2,3,1,5,"6
",,,,,,,,,,49.88392951898277,53.88425826598541,,,,,,,
